symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
BTX,2016-11-29 00:00:00+00:00,10.25,12.0,9.08,10.29,23347,20.5,24.0,18.16,20.58,11673,0.0,1.0
BTX,2016-11-30 00:00:00+00:00,10.42,10.4399,9.76,9.76,5607,20.84,20.8798,19.52,19.52,2803,0.0,1.0
BTX,2016-12-01 00:00:00+00:00,10.65,11.2,10.44,10.85,6243,21.3,22.4,20.88,21.7,3121,0.0,1.0
BTX,2016-12-02 00:00:00+00:00,9.9,11.0552,9.85,10.57,10869,19.8,22.1104,19.7,21.14,5434,0.0,1.0
BTX,2016-12-05 00:00:00+00:00,10.36,10.45,9.55,9.55,2520,20.72,20.9,19.1,19.1,1260,0.0,1.0
BTX,2016-12-06 00:00:00+00:00,10.36,10.6499,9.84,10.3915,10444,20.72,21.2998,19.68,20.783,5222,0.0,1.0
BTX,2016-12-07 00:00:00+00:00,10.13,10.5599,10.12,10.35,3810,20.26,21.1198,20.24,20.7,1905,0.0,1.0
BTX,2016-12-08 00:00:00+00:00,9.07,10.06,8.89,10.0,14537,18.14,20.12,17.78,20.0,7268,0.0,1.0
BTX,2016-12-09 00:00:00+00:00,9.7616,9.98,9.0,9.0,2822,19.5232,19.96,18.0,18.0,1411,0.0,1.0
BTX,2016-12-12 00:00:00+00:00,10.16,10.4604,9.94,9.96,1975,20.32,20.9208,19.88,19.92,987,0.0,1.0
BTX,2016-12-13 00:00:00+00:00,9.88,10.448,9.72,10.42,4738,19.76,20.896,19.44,20.84,2369,0.0,1.0
BTX,2016-12-14 00:00:00+00:00,10.09,10.12,10.04,10.04,4657,20.18,20.24,20.08,20.08,2328,0.0,1.0
BTX,2016-12-15 00:00:00+00:00,9.32,10.11,9.21,10.11,5642,18.64,20.22,18.42,20.22,2821,0.0,1.0
BTX,2016-12-16 00:00:00+00:00,9.46,9.85,9.35,9.35,3344,18.92,19.7,18.7,18.7,1672,0.0,1.0
BTX,2016-12-19 00:00:00+00:00,9.78,9.82,9.44,9.61,3624,19.56,19.64,18.88,19.22,1812,0.0,1.0
BTX,2016-12-20 00:00:00+00:00,9.47,9.934,9.12,9.934,5784,18.94,19.868,18.24,19.868,2892,0.0,1.0
BTX,2016-12-21 00:00:00+00:00,9.5,9.5,9.0,9.39,18849,19.0,19.0,18.0,18.78,9424,0.0,1.0
BTX,2016-12-22 00:00:00+00:00,8.8299,9.49,8.6,9.21,31009,17.6598,18.98,17.2,18.42,15504,0.0,1.0
BTX,2016-12-23 00:00:00+00:00,8.45,8.88,8.3,8.88,11941,16.9,17.76,16.6,17.76,5970,0.0,1.0
BTX,2016-12-27 00:00:00+00:00,8.49,8.68,8.38,8.38,4936,16.98,17.36,16.76,16.76,2468,0.0,1.0
BTX,2016-12-28 00:00:00+00:00,8.2,8.4999,8.2,8.34,5140,16.4,16.9998,16.4,16.68,2570,0.0,1.0
BTX,2016-12-29 00:00:00+00:00,8.3499,8.3499,8.2301,8.3299,1358,16.6998,16.6998,16.4602,16.6598,679,0.0,1.0
BTX,2016-12-30 00:00:00+00:00,8.5,8.5,8.16,8.2,8158,17.0,17.0,16.32,16.4,4079,0.0,1.0
