symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
UBER,2019-10-25 00:00:00+00:00,32.71,33.48,32.61,33.2,8102136,32.71,33.48,32.61,33.2,8102136,0.0,1.0
UBER,2019-10-28 00:00:00+00:00,33.22,33.355,32.5,32.9,7586889,33.22,33.355,32.5,32.9,7586889,0.0,1.0
UBER,2019-10-29 00:00:00+00:00,32.42,32.92,31.8146,32.37,9338079,32.42,32.92,31.8146,32.37,9338079,0.0,1.0
UBER,2019-10-30 00:00:00+00:00,33.75,33.8,32.11,32.51,10837750,33.75,33.8,32.11,32.51,10837750,0.0,1.0
UBER,2019-10-31 00:00:00+00:00,31.5,33.36,31.26,33.23,16124616,31.5,33.36,31.26,33.23,16124616,0.0,1.0
UBER,2019-11-01 00:00:00+00:00,31.37,31.7,30.7412,31.45,10449315,31.37,31.7,30.7412,31.45,10449315,0.0,1.0
UBER,2019-11-04 00:00:00+00:00,31.08,31.75,30.12,31.45,31914952,31.08,31.75,30.12,31.45,31914952,0.0,1.0
UBER,2019-11-05 00:00:00+00:00,28.02,29.3,27.97,29.13,52114741,28.02,29.3,27.97,29.13,52114741,0.0,1.0
UBER,2019-11-06 00:00:00+00:00,26.94,27.55,25.58,26.06,133538940,26.94,27.55,25.58,26.06,133538940,0.0,1.0
UBER,2019-11-07 00:00:00+00:00,27.38,27.42,26.45,26.8,65927562,27.38,27.42,26.45,26.8,65927562,0.0,1.0
UBER,2019-11-08 00:00:00+00:00,27.01,27.62,26.915,27.48,45253607,27.01,27.62,26.915,27.48,45253607,0.0,1.0
UBER,2019-11-11 00:00:00+00:00,27.14,27.21,26.23,27.03,41402436,27.14,27.21,26.23,27.03,41402436,0.0,1.0
UBER,2019-11-12 00:00:00+00:00,26.7,27.66,26.66,27.38,37070405,26.7,27.66,26.66,27.38,37070405,0.0,1.0
UBER,2019-11-13 00:00:00+00:00,26.71,26.82,26.14,26.47,34502521,26.71,26.82,26.14,26.47,34502521,0.0,1.0
